"TI"	"PY"	"AU"	"DOI"	"IDW"	"IDS"	"C1W"	"C1S"	"Coder"	"DT"	"SO"	"AK"
"IDENTIFICATION OF NATURAL AND SYNTHETIC FIBRES BY PHOTOACOUSTIC SPECTROPHOTOMETRY IN THE NEAR-INFRARED REGION"	1988	"SINGH SR;SINGH SR;SEHGAL VN"	"10.1016/0379-0738(88)90212-5"	""	"COTTON;  POLYESTER; CLOTHING;  EDITORIAL;  NONHUMAN;  PRIORITY JOURNAL"	""	"CENTRAL FORENSIC SCIENCE LABORATORY, CENTRAL BUREAU OF INVESTIGATION, BLOCK 4, CGO COMPLEX, LODHI ROAD, NEW DELHI-110003 INDIA"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"COTTON;FIBRES ANALYSIS;NEAR-INFRARED PHOTOACOUSTIC SPECTROSCOPY;POLYESTER (TERENE)"
"IDENTIFICATION OF THERMALLY CHANGED FIBRES"	1997	"WAS J"	"10.1016/S0379-0738(96)02075-0"	""	"ARTICLE;  CLOTHING;  HEATING;  INFRARED SPECTROSCOPY;  PRIORITY JOURNAL;  SCANNING ELECTRON MICROSCOPY;  X RAY DIFFRACTION"	"WAS, J (CORRESPONDING AUTHOR), INST FORENS RES,UL WESTERPLATTE 9,PL-31033 KRAKOW,POLAND"	"INSTITUTE OF FORENSIC RESEARCH, UL. WESTERPLATTE 9, 31-033 CRACOW, POLAND"	"Scopus,WebOfScience"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"FIBRES;THERMAL CHANGES;ORGANIC AND INORGANIC COMPOUNDS;FT-IR;SEMI;EDX;PETROGRAPHIC (POLARISING) MICROSCOPY;X-RAY DIFFRACTION;IDENTIFICATION;SEM/EDX"
"IDENTIFYING A SUITABLE MOUNTING MEDIUM FOR USE IN FORENSIC FIBRE EXAMINATION"	2007	"WIGGINS KG;DRUMMOND P"	"10.1016/j.scijus.2006.10.001"	""	"MOUNTING MEDIUM;  NYLON;  POLYESTER;  REAGENT;  RESIN;  UNCLASSIFIED DRUG; ARTICLE;  COLOR;  FIBER;  FLUORESCENCE;  FORENSIC SCIENCE;  HISTOLOGY;  INFRARED SPECTROSCOPY;  MICROSCOPE;  PERFORMANCE;  REFRACTION INDEX;  SOLUBILITY;  THIN LAYER CHROMATOGRAPHY; FORENSIC SCIENCES;  RESINS; SYNTHETIC;  TEXTILES"	"DRUMMOND, P (CORRESPONDING AUTHOR), FORENS SCI SERV INC, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; FORENS SCI SERV INC, LONDON SE1 7LP, ENGLAND"	"FORENSIC SCIENCE SERVICE, 109 LAMBETH ROAD, LONDON, SE1 7LP ENGLAND, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"MOUNTING MEDIUM;FIBRE;XAM NEUTRAL MEDIUM-IMPROVED WHITE;ENTELLAN NEW"
"IMPACT SPATTER BLOODSTAIN PATTERNS ON TEXTILES"	2019	"WU J;MICHIELSEN S;BABY R"	"10.1111/1556-4029.13951"	""	"ANIMAL;  BIOLOGICAL MODEL;  BLOOD STAIN;  FORENSIC MEDICINE;  MICROSCOPY;  PHOTOGRAPHY;  PIG;  PROCEDURES;  TEXTILE; ANIMALS;  BLOOD STAINS;  MODELS; BIOLOGICAL;  SWINE;  TEXTILES"	"MICHIELSEN, S (CORRESPONDING AUTHOR), N CAROLINA STATE UNIV, TEXT ENGN CHEM \& SCI, COLL TEXT, 1020 MAIN CAMPUS DR, RALEIGH, NC 27695 USA; WU, JIAYING; MICHIELSEN, STEPHEN; BABY, RUKSANA, N CAROLINA STATE UNIV, TEXT ENGN CHEM \& SCI, COLL TEXT, 1020 MAIN CAMPUS DR, RALEIGH, NC 27695 USA"	"TEXTILE ENGINEERING, CHEMISTRY AND SCIENCE, COLLEGE OF TEXTILES, NORTH CAROLINA STATE UNIVERSITY, 1020 MAIN CAMPUS DRIVE, RALEIGH, NC  27695-8301, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;IMPACT SPATTER;BLOODSTAIN PATTERN ANALYSIS;TEXTILES;RATTRAP;PORCINE BLOOD"
"IMPROVING THE CONFIDENCE OF ``QUESTIONED VERSUS KNOWN'' FIBER COMPARISONS USING MICROSPECTROPHOTOMETRY AND CHEMOMETRICS"	2016	"SAUZIER G;REICHARD EJ;VAN BRONSWIJK W;LEWIS SW;GOODPASTER JV;SAUZIER G;REICHARD EJ;VAN BRONSWIJK SW;GOODPASTER JV"	"10.1016/j.forc.2016.08.001"	"BASIC BLUE 3; FORENSIC ANALYSIS; DISCRIMINATION; REMOVAL; SPECTRA; DYES"	""	"GOODPASTER, JV (CORRESPONDING AUTHOR), INDIANA UNIV PURDUE UNIV, DEPT CHEM \& CHEM BIOL, INDIANAPOLIS, IN 46202 USA; SAUZIER, GEORGINA; VAN BRONSWIJK, WILHELM; LEWIS, SIMON W, CURTIN UNIV, DEPT CHEM, GPO BOX U1987, PERTH, WA 6845, AUSTRALIA; SAUZIER, GEORGINA; LEWIS, SIMON W, CURTIN UNIV, NANOCHEM RES INST, GPO BOX U1987, PERTH, WA 6845, AUSTRALIA; REICHARD, ERIC; GOODPASTER, JOHN V, INDIANA UNIV PURDUE UNIV, DEPT CHEM \& CHEM BIOL, INDIANAPOLIS, IN 46202 USA"	"DEPARTMENT OF CHEMISTRY, CURTIN UNIVERSITY, GPO BOX U1987, PERTH, WESTERN AUSTRALIA  6845, AUSTRALIA;NANOCHEMISTRY RESEARCH INSTITUTE, CURTIN UNIVERSITY, GPO BOX U1987, PERTH, WESTERN AUSTRALIA  6845, AUSTRALIA;DEPARTMENT OF CHEMISTRY AND CHEMICAL BIOLOGY, INDIANA UNIVERSITY PURDUE UNIVERSITY INDIANAPOLIS, INDIANAPOLIS, IN  46202, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"FORENSIC CHEMISTRY"	"FORENSIC SCIENCE;TEXTILE FIBERS;MICROSPECTROPHOTOMETRY;CHEMOMETRICS"
"INVESTIGATING THE EFFECT PHOTODEGRADATION HAS ON NATURAL FIBRES AT A MICROSCOPIC LEVEL"	2019	"DEBATTISTA R;TIDY H;CLARK M"	"10.1016/j.scijus.2019.04.002"	"WOOL; PHOTOOXIDATION; POPULATION; TRYPTOPHAN; RAMAN"	"XENON; ARTICLE;  COLOR;  COMPARATIVE STUDY;  CONTROLLED STUDY;  CRIME;  FORENSIC IDENTIFICATION;  PHOTODEGRADATION;  SHADE;  SUN EXPOSURE;  SUNLIGHT"	"TIDY, H (CORRESPONDING AUTHOR), TEESSIDE UNIV, SCH SCI ENGN \& DESIGN, MIDDLESBROUGH TS1 3BX, CLEVELAND, ENGLAND; DEBATTISTA, ROSLYN; TIDY, HELEN, TEESSIDE UNIV, SCH SCI ENGN \& DESIGN, MIDDLESBROUGH TS1 3BX, CLEVELAND, ENGLAND; CLARK, MATTHEW, UNIV LEEDS, SCH CHEM, LEEDS LS2 9JT, W YORKSHIRE, ENGLAND"	"SCHOOL OF SCIENCE, ENGINEERING AND DESIGN, TEESSIDE UNIVERSITY, TEES VALLEY, MIDDLESBROUGH, TS1 3BX, UNITED KINGDOM;SCHOOL OF CHEMISTRY, UNIVERSITY OF LEEDS, YORKSHIRE, LEEDS, LS2 9JT, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRE EXAMINATION;PHOTODEGRADATION"
"IS IT A MODACRYLIC FIBRE?"	1999	"GRIEVE MC;GRIFFIN RME"	"10.1016/S1355-0306(99)72040-X"	"ACRYLIC FIBERS; IDENTIFICATION; RECOGNITION"	"ACRYLIC ACID DERIVATIVE;  DYE;  FLAME RETARDANT;  MONOMER;  POLYMER;  SOLVENT; ARTICLE;  FIBER;  FORENSIC SCIENCE;  FOURIER TRANSFORMATION;  INFRARED SPECTROSCOPY;  NOMENCLATURE;  POLARIZATION MICROSCOPY;  TEXTILE INDUSTRY;  THIN LAYER CHROMATOGRAPHY"	"GRIEVE, MC (CORRESPONDING AUTHOR), BUNDESKRIMINALAMT, FORENS SCI INST KT 33, THAERSTR 11, D-65193 WIESBADEN, GERMANY; BUNDESKRIMINALAMT, FORENS SCI INST KT 33, D-65193 WIESBADEN, GERMANY; FORENS SCI AGCY NO IRELAND, CARRICKFERGUS BT38 8PL, NORTH IRELAND"	"KT 33 FORENSIC SCIENCE INSTITUTE, BUNDESKRIMINALAMT, THAERSTRASSE 11, 65193 WIESBADEN, GERMANY;FORENSIC SCI. AGY. OF N. IRELAND, 151 BELFAST RD, CARRICKFERGUS BT38 8PL, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRES;MODACRYLIC;MICROSCOPY (BRIGHTFIELD;POLARISED;LIGHT;FTIR);DENSITY;CROSS SECTIONS;MICROSCOPY (BRIGHTFIELD POLARISED LIGHT"
"LES PARAMTRES CLS DE L'INTERPRTATION DES FIBRES TEXTILES EN SCIENCES CRIMINELLES. PARTIE I: OCCURRENCE ET BRUIT DE FOND"	2018	"SCHNEGG M;PALMER R;MASSONNET G"	"10.1080/00085030.2017.1379683"	""	"ARTICLE;  BAYES THEOREM;  CALCULATION;  LABORATORY TEST;  PROBABILITY"	""	"UNIVERSIT DE LAUSANNE, ECOLE DES SCIENCES CRIMINELLES, BATOCHIME, LAUSANNE-DORIGNY  CH-1015, SWITZERLAND;NORTHUMBRIA UNIVERSITY, FORENSIC SCIENCE UNIT, DEPARTMENT OF APPLIED SCIENCES, NEWCASTLE-UPON-TYNE, NE1 8ST, UNITED KINGDOM"	"Scopus"	"ARTICLE"	"JOURNAL OF THE CANADIAN SOCIETY OF FORENSIC SCIENCE"	"FIBRES TEXTILES;INTERPRTATION BAYSIENNE;RAPPORT DE VRAISEMBLANCE;TUDE DE BLOC DE COULEUR;TUDE DE FIBRE CIBLE;TUDE DE MARCH;TUDE DE POPULATION"
"MICROFIBERS - A FORENSIC PERSPECTIVE"	1997	"CLAYSON NJ;WIGGINS KG"	"10.1520/jfs14218j"	""	"ARTICLE;  CRIME;  CRIMINOLOGY;  FIBER;  FORENSIC SCIENCE;  INFRARED SPECTROSCOPY;  PRIORITY JOURNAL;  SAMPLING;  THIN LAYER CHROMATOGRAPHY"	"METROPOLITAN POLICE FORENS SCI LAB,LONDON SE1 7LP,ENGLAND"	"METROPOL. POLICE FORENSIC SCI. LAB., LONDON, UNITED KINGDOM;FORENSIC SCI. SERV. METROPOL. LAB., 109 LAMBETH ROAD, LONDON, SE1 7LP, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;CRIMINALISTICS;MICROFIBER;FIBER PRODUCTION;SPECTROPHOTOMETRY;THIN LAYER CHROMATOGRAPHY;INFRA-RED SPECTROSCOPY;INFRARED SPECTROSCOPY"
"MICROSPECTROFLUORIMETRY OF FLUORESCENT DYES AND BRIGHTENERS ON SINGLE TEXTILE FIBERS .2. COLOR MEASUREMENTS"	1991	"HARTSHORNE AW;LAING DK"	"10.1016/0379-0738(91)90188-O"	"FIBER DATA-COLLECTION"	""	"HARTSHORNE, AW (CORRESPONDING AUTHOR), HOME OFF FORENS SCI SERV,CENT RES \& SUPPORT ESTAB,READING RG7 4PN,BERKS,ENGLAND"	""	"WebOfScience"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"MICROSPECTROFLUORIMETRY;SINGLE FIBERS;DYES;BRIGHTENERS;COLOR;MEASUREMENTS"
"MICROSPECTROFLUORIMETRY OF FLUORESCENT DYES AND BRIGHTENERS ON SINGLE TEXTILE FIBRES: PART 1 - FLUORESCENCE EMISSION SPECTRA"	1991	"HARTSHORNE AW;LAING DK"	"10.1016/0379-0738(91)90187-N"	""	"FLUORESCENT DYE; ARTICLE;  FIBER;  FLAME PHOTOMETRY;  FLUORESCENCE;  FORENSIC SCIENCE;  MICROSPECTROPHOTOMETRY;  PRIORITY JOURNAL;  SPECTROFLUOROMETRY;  TEXTILE"	""	"CENTRAL RESEARCH AND SUPPORT ESTABLISHMENT, HOME OFFICE FORENSIC SCIENCE SERVICE, ALDERMASTON, READING, BERKSHIRE RG7 4PN, UNITED KINGDOM"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"BRIGHTENERS;DYES;EMISSION SPECTRA;MICROSPECTROFLUORIMETRY;SINGLE FIBRES"
"MICROSPECTROFLUORIMETRY OF FLUORESCENT DYES AND BRIGHTENERS ON SINGLE TEXTILE FIBRES: PART 2 - COLOUR MEASUREMENTS"	1991	"HARTSHORNE AW;LAING DK"	"10.1016/0379-0738(91)90188-O"	""	"FLUORESCENT DYE; ARTICLE;  COLORIMETRY;  FIBER;  FLUORESCENCE;  FORENSIC IDENTIFICATION;  LABORATORY;  MICROFLUOROMETRY;  PRIORITY JOURNAL;  SPECTROFLUOROMETRY;  TEXTILE"	""	"CENTRAL RESEARCH AND SUPPORT ESTABLISHMENT, HOME OFFICE FORENSIC SCIENCE SERVICE, ALDERMASTON, READING, BERKSHIRE RG7 4PN, UNITED KINGDOM"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"BRIGHTENERS;COLOUR MEASUREMENTS;DYES;MICROSPECTROFLUORIMETRY;SINGLE FIBRES"
"MICROSPECTROPHOTOMETRIC ANALYSIS OF YELLOW POLYESTER FIBER DYE LOADINGS WITH CHEMOMETRIC TECHNIQUES"	2017	"REICHARD EJ;BARTICK EG;MORGAN SL;GOODPASTER JV;REICHARD EJ;BARTICK EG;MORGAN JV"	"10.1016/j.forc.2016.11.001"	"PERFORMANCE LIQUID-CHROMATOGRAPHY; MASS-SPECTROMETRY; FORENSIC; DISCRIMINATION; IDENTIFICATION; SPECTROSCOPY"	""	"GOODPASTER, JV (CORRESPONDING AUTHOR), IUPUI, DEPT CHEM \& CHEM BIOL, FORENS \& INVEST SCI PROGRAM, 402 N BLACKFORD ST,LD 326, INDIANAPOLIS, IN 46202 USA; REICHARD, ERIC J; GOODPASTER, JOHN V, IUPUI, DEPT CHEM \& CHEM BIOL, FORENS \& INVEST SCI PROGRAM, 402 N BLACKFORD ST,LD 326, INDIANAPOLIS, IN 46202 USA; BARTICK, EDWARD G, GEORGE WASHINGTON UNIV, DEPT FORENS SCI, 2100 FOXHALL RD NW, WASHINGTON, DC 20007 USA; MORGAN, STEPHEN L, UNIV SOUTH CAROLINA, DEPT CHEM \& BIOCHEM, COLUMBIA, SC 29208 USA"	"INDIANA UNIVERSITY PURDUE UNIVERSITY INDIANAPOLIS (IUPUI), DEPARTMENT OF CHEMISTRY AND CHEMICAL BIOLOGY, FORENSIC AND INVESTIGATIVE SCIENCES PROGRAM, 402 N. BLACKFORD STREET, LD 326, INDIANAPOLIS, IN  46202, UNITED STATES;GEORGE WASHINGTON UNIVERSITY, DEPARTMENT OF FORENSIC SCIENCES, THE GEORGE WASHINGTON UNIVERSITY, 2100 FOXHALL ROAD, NW, WASHINGTON, DC, 20007, UNITED STATES;UNIVERSITY OF SOUTH CAROLINA, DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY, COLUMBIA, SC  29208, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"FORENSIC CHEMISTRY"	"MICROSPECTROPHOTOMETRY;FORENSIC SCIENCE;FIBERS;POLYESTER;DYE;LOADING;MULTIVARIATE STATISTICS;DYE LOADING"
"MICROSPECTROPHOTOMETRIC DISCRIMINATION OF SINGLE FIBRES DYED BY INDIGO AND ITS DERIVATIVES USING ULTRAVIOLET-VISIBLE TRANSMITTANCE SPECTRA"	2001	"SUZUKI S;SUZUKI Y;OHTA H;SUGITA R;MARUMO Y"	"10.1016/S1355-0306(01)71861-8"	"THIN-LAYER CHROMATOGRAPHY; FIBERS"	"DYE;  GLYCEROL; ARTICLE;  CHROMATOGRAPHY;  COTTON;  EXTRACTION;  MICROSPECTROPHOTOMETRY;  TEXTILE"	"SUZUKI, S (CORRESPONDING AUTHOR), NATL RES INST POLICE SCI, 6-3-1 KASHIWANOHA, KASHIWA, CHIBA 2770882, JAPAN; NATL RES INST POLICE SCI, KASHIWA, CHIBA 2770882, JAPAN"	"NATL. RES. INST. OF POLICE SCIENCE, 6-3-1, KASHIWANOHA, KASHIWA-SHI, CHIBA-PREF 277-0882, JAPAN"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRE;MICROSPECTROPHOTOMETRY;INDIGO;DYE"
"MORE ON THE HIERARCHY OF PROPOSITIONS: EXPLORING THE DISTINCTION BETWEEN EXPLANATIONS AND PROPOSITIONS"	2000	"EVETT LW;JACKSON G;LAMBERT JA"	"10.1016/S1355-0306(00)71926-5"	"HEAD HAIR; GLASS; PERSISTENCE; FIBERS"	"COMPREHENSION;  CRIME;  CRIMINAL JUSTICE;  EXPERT WITNESS;  FORENSIC SCIENCE;  RAPE;  REVIEW"	"EVETT, IW (CORRESPONDING AUTHOR), FORENS SCI LAB, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; FORENS SCI LAB, LONDON SE1 7LP, ENGLAND; FORENS SCI SERV, EUXTON PR7 6HJ, CHORLEY, ENGLAND; FORENS SCI SERV, BIRMINGHAM B5 6QQ, W MIDLANDS, ENGLAND"	"FORENSIC SCIENCE SERVICE, 109 LAMBETH RD, LONDON SE1 7LP, UNITED KINGDOM;FORENSIC SCIENCE SERVICE, WASHINGTON HALL, EUXTON, CHORLEY PR7 6HJ, UNITED KINGDOM;FORENSIC SCIENCE SERVICE, PRIORY HOUSE, GOOCH ST NORTH, BIRMINGHAM B5 6QQ, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;STATISTICS;BAYESIAN INFERENCE;LIKELIHOOD RATIO;PROBABILITY;DECISION-MAKING;FIBRES;GLASS"
"MORPHOLOGICAL CHANGES IN TEXTILE FIBRES EXPOSED TO ENVIRONMENTAL STRESSES: ATOMIC FORCE MICROSCOPIC EXAMINATION"	2009	"CANETTA E;MONTIEL K;ADYA AK"	"10.1016/j.forsciint.2009.05.022"	"AFM IMAGES; SURFACES; FABRICS"	"CELLULOSE; ARTICLE;  ATOMIC FORCE MICROSCOPY;  CONTROLLED STUDY;  COTTON;  ENVIRONMENTAL EXPOSURE;  FORENSIC IDENTIFICATION;  IMAGE ANALYSIS;  MECHANICAL STRESS;  PRIORITY JOURNAL;  QUANTITATIVE ANALYSIS;  STRUCTURE ANALYSIS;  SURFACE PROPERTY;  TEXTILE FIBER;  WOOL"	"ADYA, AK (CORRESPONDING AUTHOR), UNIV ABERTAY DUNDEE, SCH CONTEMPORARY SCI, CONDENSED MATTER GRP, BELL ST, DUNDEE DD1 1HG, SCOTLAND; ADYA, ASHOK K, UNIV ABERTAY DUNDEE, SCH CONTEMPORARY SCI, CONDENSED MATTER GRP, DUNDEE DD1 1HG, SCOTLAND; UNIV ABERTAY DUNDEE, SCH CONTEMPORARY SCI, BIONTHE CTR, DIV BIOTECHNOL \& FORENS SCI, DUNDEE DD1 1HG, SCOTLAND"	"CONDENSED MATTER GROUP, BIONTHE2 CENTRE, DIVISION OF BIOTECHNOLOGY AND FORENSIC SCIENCES, BELL STREET, DUNDEE DD1 1HG, SCOTLAND, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"ATOMIC FORCE MICROSCOPY;TEXTILE FIBRES;COTTON;WOOL;VISCOSE;SURFACE;TEXTURE;SURFACE TEXTURE"
"MORPHOLOGICAL CHANGES IN TRAUMATIZED SKELETAL MUSCLE: THE APPEARANCE OF 'OPAQUE FIBERS' OF CERVICAL MUSCLES AS EVIDENCE OF COMPRESSION TO THE NECK"	1998	"TABATA N"	"10.1016/S0379-0738(98)00125-X"	""	"FIBRONECTIN;  GLYCOPHORIN A;  MYOGLOBIN; ADOLESCENT;  ADULT;  AGED;  ARTICLE;  AUTOPSY;  BLUNT TRAUMA;  CHILD;  CONTROLLED STUDY;  FEMALE;  HANGING;  HISTOLOGY;  HUMAN;  HUMAN TISSUE;  IMMUNOHISTOCHEMISTRY;  MALE;  MUSCLE INJURY;  NECK MUSCLE;  PRIORITY JOURNAL;  SKELETAL MUSCLE;  STRANGULATION;  ASPHYXIA; PRESCHOOL;  CONSTRICTION; PATHOLOGIC;  FORENSIC MEDICINE;  HUMANS;  MIDDLE AGED;  MUSCLE; SKELETAL;  NECK INJURIES"	""	"DEPARTMENT OF LEGAL MEDICINE, SCHOOL OF MEDICINE, SAPPORO MEDICAL UNIVERSITY, MINAMI-1, NISHI-17, CHUO-KU, SAPPORO 060-8556, JAPAN"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"COMPRESSION OF THE NECK;OPAQUE FIBERS;SKELETAL MUSCLE;TRAUMATIC INJURIES"
"MOVEMENT OF FIBRES BETWEEN WORKING AREAS AS A RESULT OF ROUTINE EXAMINATION OF GARMENTS"	1986	"MOORE JE;JACKSON G;FIRTH M"	"10.1016/S0015-7368(86)72534-6"	""	"CLOTHING;  CONTROLLED STUDY;  COTTON;  FIBER;  NONHUMAN;  THEORETICAL STUDY;  WOOL"	""	"HOME OFFICE FORENSIC SCIENCE LABORATORY, WASHINGTON HALL, EUXTON, CHORLEY, LANCASHIRE, PR7 6HJ, UNITED KINGDOM"	"Scopus"	"ARTICLE"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"CONTAMINATION;FIBRES: TRANSFER AND DISPERSAL"
"NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS"	2010	"LEDBETTER NL;WALTON BL;DAVILA P;HOFFMANN WD;ERNEST RN;VERBECK IV GF;LEDBETTER NL;WALTON BL;DAVILA P;ERNEST RN;VERBECK IV GF"	"10.1111/j.1556-4029.2010.01406.x"	"SURFACE SAMPLING PROBE; EXPLOSIVES; CHROMATOGRAPHY; SECTIONS"	""	"VERBECK, GF (CORRESPONDING AUTHOR), UNIV N TEXAS, DEPT CHEM, POB 305070, DENTON, TX 76203 USA; LEDBETTER, NICOLE L; DAVILA, PEDRO; HOFFMANN, WILLIAM D; VERBECK, GUIDO F, UNIV N TEXAS, DEPT CHEM, DENTON, TX 76203 USA; WALTON, BARBARA L, CENT CONNECTICUT STATE UNIV, DEPT CHEM \& BIOCHEM, NEW BRITAIN, CT 06050 USA; ERNEST, RICHARD N, UNIV N TEXAS, DEPT BIOL SCI, DENTON, TX 76203 USA"	"DEPARTMENT OF CHEMISTRY, UNIVERSITY OF NORTH TEXAS, 1155 UNION CIRCLE, #305070, DENTON, TX 76203, UNITED STATES;DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY, CENTRAL CONNECTICUT STATE UNIVERSITY, 1615 STANLEY ST., NEW BRITAIN, CT 06050, UNITED STATES;DEPARTMENT OF BIOLOGICAL SCIENCE, UNIVERSITY OF NORTH TEXAS, 1155 UNION CIRCLE, #305220, DENTON, TX 76203, UNITED STATES;UNIVERSITY OF NORTH TEXAS, DEPARTMENT OF CHEMISTRY, P.O. BOX 305070, DENTON, TX 76203, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;NANOSPRAY;TRACE ANALYSIS;FIBER;NANOMANIPULATION;MASS SPECTROMETRY"
"NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS"	1996	"GRIEVE MC"	"10.1016/S1355-0306(96)72568-6"	""	"CELLULOSE;  COPOLYMER;  NYLON; ARTICLE;  BIREFRINGENCE;  FORENSIC SCIENCE;  INFRARED RADIATION;  MICROSCOPY;  MORPHOLOGY;  VISCOSITY"	"GRIEVE, MC (CORRESPONDING AUTHOR), BUNDESKRIMINALAMT,KT33 TEXTILKUNDE,THAERSTR 11,D-65193 WIESBADEN,GERMANY"	"KT33 TEXTILKUNDE, BUNDESKRIMINALAMT, THAERSTRASSE 11, 65193 WIESBADEN, GERMANY"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRES;MICROSCOPY;BRIGHTFIELD;POLARISED LIGHT;THERMAL;INTERFERENCE;SCANNING ELECTRON;FTIR-MICROSPECTROSCOPY;LYOCELL;POLYOXYAMIDE;CROSS-SECTIONS;BIREFRINGENCE;MICROSCOPY - BRIGHTFIELD"
"NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS"	2000	"KUPPUSWAMY R;PONNUSWAMY PK"	"10.1016/S1355-0306(00)71934-4"	""	"PAINT; ARTICLE;  CLOTHING;  FIBER;  MOTOR VEHICLE;  TEXTILE;  TRAFFIC ACCIDENT;  VICTIM"	"KUPPUSWAMY, R (CORRESPONDING AUTHOR), DEPT FORENS SCI, KAMARAJAR SALAI 600004, CHENNAI, INDIA; DEPT FORENS SCI, KAMARAJAR SALAI 600004, CHENNAI, INDIA; BHARATHIDASAN UNIV, DEPT PHYS, TIRUCHIRAPPALLI 620024, TAMIL NADU, INDIA"	"FORENSIC SCIENCES DEPARTMENT, KAMARAJAR SALAI, CHENNAI 600 004, TAMIL NADU, INDIA;DEPARTMENT OF PHYSICS, BHARATHIDASAN UNIVERSITY, TIRUCHIRAPALLI 620 024, TAMIL NADU, INDIA"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRES;ACCIDENT INVESTIGATION;MICROSCOPY;PAINT;FABRIC IMPRESSION"
"OBSERVATIONS ON REDISTRIBUTION OF TEXTILE FIBRES"	1984	"ROBERTSON J;LLOYD AK"	"10.1016/S0015-7368(84)72279-1"	""	"DIAGNOSIS;  FIBER;  HUMAN;  LEGAL ASPECT;  NONHUMAN;  TEXTILE;  THEORETICAL STUDY"	""	"FORENSIC SCIENCE UNIT, UNIVERSITY OF STRATHCLYDE, ROYAL COLLEGE, 204 GEORGE STREET, GL 1XW, UNITED KINGDOM"	"Scopus"	"NOTE"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"DISTRIBUTION;FIBRES;INTERPRETATION"
