"TI"	"PY"	"AU"	"AIKW"	"IDW"	"AIKS"	"IDS"	"C1W"	"C1S"	"DOI"	"SO"	"DT"	"AIK"
"A SIMPLE HIGH-PRESSURE ANVIL AND TEMPLATE DEVICE FOR THE PRODUCTION OF INFRARED-SPECTRA FROM MICROFIBER SAMPLES"	1992	"WHITE GW"	"FORENSIC SCIENCE; INFRARED SPECTRA; FIBERS; SYNTHETIC FIBERS; ANVIL; MICROINFRARED SPECTRA; ACRYLIC; MODACRYLIC; NYLON; POLYESTER; POLYETHYLENE; RAYON; ACETATE; POLYPROPYLENE"	""	"ACETATE;  ACRYLIC;  ANVIL;  FIBERS;  FORENSIC SCIENCE;  INFRARED SPECTRA;  MICROINFRARED SPECTRA;  MODACRYLIC;  NYLON;  POLYESTER;  POLYETHYLENE;  POLYPRO PYLENE;  RAYON;  SYNTHETIC FIBERS"	"ACETIC ACID;POLYACRYLIC ACID;POLYESTER;POLYETHYLENE;POLYPROPYLENE;ARTICLE;DEVICE;FORENSIC SCIENCE;INFRARED SPECTROMETRY;MICROANALYSIS;NYLON FIBER;OPTICAL DENSITY;PRIORITY JOURNAL"	"GOVT CHEM LABS,FORENS CHEM SECT,ARCHERFIELD,QLD 4108,AUSTRALIA"	"FORENSIC CHEMISTRY SECTION,GOVERNMENT CHEMICAL LABORATORY,P.O. BOX 594,ARCHERFIELD,QLD 4108,AUSTRALIA"	"10.1520/jfs13270j"	"JOURNAL OF FORENSIC SCIENCES"	"NOTE ARTICLE"	"FORENSIC SCIENCE;INFRARED SPECTRA;FIBERS;SYNTHETIC FIBERS;ANVIL;MICROINFRARED SPECTRA;ACRYLIC;MODACRYLIC;NYLON;POLYESTER;POLYETHYLENE;RAYON;ACETATE;POLYPROPYLENE;POLYPRO PYLENE"
"A SIMPLE SOLUBILITY TESTS FOR THE DISCRIMINATION OF ACRYLIC AND MODACRYLIC FIBERS"	2014	"SUGA K;NARITA Y;SUZUKI S"	"TRACE PHYSICAL EVIDENCE; DISSOLUTION TEST; FORENSIC SCIENCE; ACRYLIC; FIBER; N;N-DIMETHYLFORMAMIDE; MODACRYLIC; FIBER"	"MICROSCOPY"	"ACRYLIC FIBER;  DISSOLUTION TEST;  FIBER;  FORENSIC SCIENCE;  MODACRYLIC;  N;N-DIMETHYLFORMAMIDE;  TRACE PHYSICAL EVIDENCE"	"NA"	"SUZUKI, S (REPRINT AUTHOR), NATL RES INST POLICE SCI, 6-3-1 KASHIWANOHA, KASHIWA, CHIBA 2770882, JAPAN; SUGA, KEISUKE, KAGAWA PREFECTURE POLICE HQ, FORENS SCI LAB, TAKAMATSU, KAGAWA 760857, JAPAN; NARITA, YUJI, HOKKAIDO PREFECTURE POLICE HQ, HAKODATE BRANCH, FORENS SCI LAB, HAKODATE, HOKKAIDO 0408511, JAPAN; SUZUKI, SHINICHI, NATL RES INST POLICE SCI, KASHIWA, CHIBA 2770882, JAPAN"	"FORENSIC SCIENCE LABORATORY,KAGAWA PREFECTURE POLICE H.Q.,4-1-10 BANCHO,TAKAMATSU-SHI,KAGAWA PREFECTURE,760-857,JAPAN; FORENSIC SCIENCE LABORATORY,HAKODATE BRANCH OF HOKKAIDO PREFECTURE POLICE H.Q.,15-5 GORYOKAKU-CHO,HAKODATE-SHI,HOKKAIDO,040-8511,JAPAN; NATIONAL RESEARCH INSTITUTE OF POLICE SCIENCE,6-3-1 KASHIWANOHA,KASHIWA-SHI,CHIBA-PREFECTURE,277-0882,JAPAN"	"10.1111/1556-4029.12370"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"TRACE PHYSICAL EVIDENCE;DISSOLUTION TEST;FORENSIC SCIENCE;ACRYLIC;FIBER;N;N-DIMETHYLFORMAMIDE;MODACRYLIC;ACRYLIC FIBER"
"A STUDY IN RELATION TO THE RANDOM DISTRIBUTION OF FOUR FIBRE TYPES ON CLOTHING - (INCORPORATING A REVIEW OF PREVIOUS TARGET FIBRE STUDIES)"	2004	"WIGGINS KG;DRUMMOND P;CHAMPOD TH"	"FORENSIC SCIENCE; FIBRES; CLOTHING; EVIDENTIAL VALUE; TARGET FIBRE; STUDIES; AUTOMATIC FIBRE FINDER"	"HEAD HAIR; SIMULATED CONTACTS; CAR SEATS; PERSISTENCE"	"AUTOMATIC FIBRE FINDER;  CLOTHING;  EVIDENTIAL VALUE;  FIBRES;  FORENSIC SCIENCE;  TARGET FIBRE STUDIES"	"ACRYLIC ACID RESIN;POLYESTER;AUTOANALYSIS;CLOTHING;FORENSIC IDENTIFICATION;HOUSEHOLD;INFRARED SPECTROSCOPY;MICROSCOPY;MICROSPECTROPHOTOMETRY;PUBLICATION;REVIEW;TEXTILE FIBER;WOOL"	"WIGGINS, K (REPRINT AUTHOR), LONDON LAB, FORENS SCI SERV, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; LONDON LAB, FORENS SCI SERV, LONDON SE1 7LP, ENGLAND; FORENS SCI SERV INC, SOLIHULL B37 7YN, W MIDLANDS, ENGLAND"	"FORENSIC SCIENCE SERVICE,LONDON LABORATORY,109 LAMBETH RD,LONDON SE1 7LP,UNITED KINGDOM; FORENSIC SCIENCE SERVICE,BIRMINGHAM BUSINESS PARK,SOLIHULL,W MIDLANDS B37 7YN,UNITED KINGDOM"	"10.1016/S1355-0306(04)71706-2"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"FORENSIC SCIENCE;FIBRES;CLOTHING;EVIDENTIAL VALUE;TARGET FIBRE;STUDIES;AUTOMATIC FIBRE FINDER;TARGET FIBRE STUDIES"
"A STUDY OF BLACK FLEECE GARMENTS: CAN FLEECE FIBRES BE RECOGNIZED AND HOW VARIABLE ARE THEY?"	2016	"LUNSTROOT K;ZIERNICKI D;VANDEN DRIESSCHE T"	"FORENSIC FIBRE INVESTIGATION; FLEECE GARMENTS; BLACK POLYESTER FIBRES; FIBRE DISCRIMINATION"	"POLYESTER FIBERS; EVIDENTIAL VALUE; COTTON FIBERS; PATTERN-RECOGNITION;; INDIVIDUALITY; BLUE"	"BLACK POLYESTER FIBRES;  FIBRE DISCRIMINATION;  FLEECE GARMENTS;  FORENSIC FIBRE INVESTIGATION"	"POLYAMIDE;POLYESTER;ABSORPTION SPECTROSCOPY;ARTICLE;BRIGHT FIELD MICROSCOPY;FLEECE GARMENT;FLUORESCENCE MICROSCOPY;INFRARED SPECTROSCOPY;MICROSCOPY;MICROSPECTROPHOTOMETRY;POLARIZED MICROSCOPY;SURFACE PROPERTY;TEXTILE"	"LUNSTROOT, K (REPRINT AUTHOR), NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENNWEG 100, B-1120 BRUSSELS, BELGIUM; LUNSTROOT, K; ZIERNICKI, D; VANDEN DRIESSCHE, T, NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENNWEG 100, B-1120 BRUSSELS, BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENNWEG 100,BRUSSELS,B-1120,BELGIUM"	"10.1016/j.scijus.2015.12.006"	"SCIENCE AND JUSTICE"	"ARTICLE"	"FORENSIC FIBRE INVESTIGATION;FLEECE GARMENTS;BLACK POLYESTER FIBRES;FIBRE DISCRIMINATION"
"A STUDY OF THE NUMERICAL DISTRIBUTION OF FIBRES TRANSFERRED FROM BLENDED FABRICS"	1986	"PARYBYK AE;LOKAN RJ"	""	""	"BLENDS;  COMPOSITION BY NUMBER;  DIFFERENTIAL TRANSFER;  FIBRES"	"ACRYL;NYLON;POLYESTER FIBER;UNCLASSIFIED DRUG;VISCOSE;CONTROLLED STUDY;COTTON;DIAGNOSIS;EDUCATION;ETIOLOGY;IDENTIFICATION;LEGAL ASPECT;NONHUMAN;PRELIMINARY COMMUNICATION;PRIORITY JOURNAL;TEXTILE FIBER;THEORETICAL STUDY;TRANSFER;WOOL"	NA	"FORENSIC SCIENCE CENTRE,21 DIVETT PLACE,ADELAIDE,SOUTH AUSTRALIA,5000,AUSTRALIA"	"10.1016/S0015-7368(86)72447-X"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	";BLENDS;COMPOSITION BY NUMBER;DIFFERENTIAL TRANSFER;FIBRES"
"A STUDY ON THE RANDOM DISTRIBUTION OF A RED ACRYLIC TARGET FIBRE"	1997	"BRUSCHWEILER W;GRIEVE MC;BRSCHWEILER W"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRES; TARGET FIBRE; EUROPEAN FIBRES; GROUP; ACRYLIC; FTIR MICROSCOPY; EVIDENTIAL VALUE"	"FIBERS"	"ACRYLIC;  CRIMINALISTICS;  EUROPEAN FIBRES GROUP;  EVIDENTIAL VALUE;  FIBRES;  FORENSIC SCIENCE;  FTIR MICROSCOPY;  TARGET FIBRE"	"ACETONITRILE;ACRYLIC ACID COPOLYMER;VINYL ACETATE;ARTICLE;CLOTHING;COLOR;EUROPE;FIBER;FORENSIC SCIENCE;LABORATORY;MARKETING;RANDOMIZATION;STATISTICAL CONCEPTS;TEXTILE"	"BRUSCHWEILER, W (REPRINT AUTHOR), STADTPOLIZEI ZURICH,SCI FORENS SERV,ZEUGHAUSSTR 11,CH-8004 ZURICH,SWITZERLAND; BUNDESKRIMINALAMT,FORENS SCI INST,D-65193 WIESBADEN,GERMANY"	"SCIENTIFIC FORENSIC SERVICE,STADTPOLIZEI ZRICH,ZEUGHAUSSTRAE 11,CH-8004 ZRICH,SWITZERLAND; KT 33 TEXTILKUNDE,FORENSIC SCIENCE INSTITUTE,BUNDESKRIMINALAMT,THAERSTRAE 11,65193 WIESBADEN,GERMANY"	"10.1016/S1355-0306(97)72152-X"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRES;TARGET FIBRE;EUROPEAN FIBRES;GROUP;ACRYLIC;FTIR MICROSCOPY;EVIDENTIAL VALUE;EUROPEAN FIBRES GROUP"
"A STUDY TO INVESTIGATE THE FEASIBILITY OF USING X-RAY FLUORESCENCE MICROANALYSIS TO IMPROVE DISCRIMINATION BETWEEN COLORLESS SYNTHETIC FIBERS"	1997	"CARTIER J;ROUX CP;GRIEVE MC"	"FORENSIC SCIENCE; CRIMINALISTICS; COLORLESS FIBERS; ACRYLIC; POLYESTER; BRIGHTFIELD MICROSCOPY; FLUORESCENCE MICROSCOPY; FOURIER TRANSFORM; INFRARED MICROSPECTROMETRY; X-RAY FLUORESCENCE MICROANALYSIS"	"INFRARED MICROSCOPY"	"ACRYLIC;  BRIGHTFIELD MICROSCOPY;  COLORLESS FIBERS;  CRIMINALISTICS;  FLUORESCENCE MICROSCOPY;  FORENSIC SCIENCE;  FOURIER TRANSFORM INFRARED MICROSPECTROMETRY;  POLYESTER;  X-RAY FLUORESCENCE MICROANALYSIS"	"ACRYLIC ACID;POLYESTER;ARTICLE;CRIME;FIBER;FORENSIC SCIENCE;FOURIER TRANSFORMATION;MICROANALYSIS;PRIORITY JOURNAL;SPECTROMETRY;X RAY FLUORESCENCE"	"UNIV TECHNOL SYDNEY,DEPT CHEM,BROADWAY,NSW 2007,AUSTRALIA; UNIV LAUSANNE,INST POLICE SCI \& CRIMINOL,BCH,CH-1015 LAUSANNE,SWITZERLAND; GERMAN FED POLICE OFF,FORENS SCI INST,TEXT KUNDE KT 33,D-65193 WIESBADEN,GERMANY"	"INST. POLICE SCI. ET DE CRIMINOLOGIE,UNIVERSITY OF LAUSANNE,UNIL-BCH,1015 LAUSANNE,SWITZERLAND; DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TECHNOLOGY SYDNEY,P.O. BOX 123,BROADWAY,NSW 2007,AUSTRALIA; TEXTILKUNDE KT 33,FORENSIC SCIENCE INSTITUTE,GERMAN FEDERAL POLICE OFFICE,THAERSTRASSE 11,65193 WIESBADEN,GERMANY"	"10.1520/jfs14254j"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALISTICS;COLORLESS FIBERS;ACRYLIC;POLYESTER;BRIGHTFIELD MICROSCOPY;FLUORESCENCE MICROSCOPY;FOURIER TRANSFORM;INFRARED MICROSPECTROMETRY;X-RAY FLUORESCENCE MICROANALYSIS;FOURIER TRANSFORM INFRARED MICROSPECTROMETRY"
"A SURVEY OF EXTRACTION SOLVENTS IN THE FORENSIC ANALYSIS OF TEXTILE DYES"	2016	"GROVES E;PALENIK CS"	"FORENSIC SCIENCE; TRACE EVIDENCE; TEXTILE FIBERS; EXTRACTION; DYES; PYRIDINE:WATER"	"FIBERS; CLASSIFICATION; POLYACRYLONITRILE; NYLON; DISCRIMINATION;; POLYESTER; COTTON"	"DYES;  EXTRACTION;  FORENSIC SCIENCE;  PYRIDINE:WATER;  TEXTILE FIBERS;  TRACE EVIDENCE"	"ACETIC ACID;ACETONE;ALCOHOL;AMMONIA;ANILINE;CAPROLACTAM;CELLULASE;CHLOROBENZENE;CHLOROFORM;DYE;ETHYLENEDIAMINE;PYRIDINE;WATER;ARTICLE;CHEMICAL ANALYSIS;INFRARED SPECTROSCOPY;PRIORITY JOURNAL;RAMAN SPECTROMETRY;SOLVENT EXTRACTION;TEXTILE FIBER;TEXTILE INDUSTRY;THIN LAYER CHROMATOGRAPHY"	"GROVES, E (REPRINT AUTHOR), MICROTRACE LLC, 790 FLETCHER DR,SUITE 106, ELGIN, IL 60123 USA; GROVES, ETHAN; PALENIK, CHRISTOPHER S; PALENIK, SKIP, MICROTRACE LLC, 790 FLETCHER DR,SUITE 106, ELGIN, IL 60123 USA"	"MICROTRACE LLC 790 FLETCHER DR.,SUITE 106,ELGIN,IL  60123,UNITED STATES"	"10.1016/j.forsciint.2016.03.043"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"FORENSIC SCIENCE;TRACE EVIDENCE;TEXTILE FIBERS;EXTRACTION;DYES;PYRIDINE:WATER"
"A SURVEY ON THE EVIDENTIAL VALUE OF FIBRES AND ON THE INTERPRETATION OF THE FINDINGS IN FIBRE TRANSFER CASES. PART 1 - FIBRE FREQUENCIES"	2000	"GRIEVE MC"	"FORENSIC SCIENCE; FIBRES; EVIDENTIAL VALUE; FIBRE FREQUENCIES; DATABASES; BAYES THEOREM"	"COMPUTERIZED DATA-BASE; MAIL-ORDER GARMENTS; TEXTILE FIBERS; ACRYLIC; FIBERS; DATA-BANK; POPULATION"	"BAYES THEOREM;  DATABASES;  EVIDENTIAL VALUE;  FIBRE FREQUENCIES;  FIBRES;  FORENSIC SCIENCE"	"ANALYTIC METHOD;ARTICLE;CLOTHING;FIBER;FORENSIC SCIENCE;RELIABILITY;VALIDATION PROCESS"	"GRIEVE, MC (REPRINT AUTHOR), FORENS SCI INST, THAERSTR 11, D-65193 WIESBADEN, GERMANY; FORENS SCI INST, D-65193 WIESBADEN, GERMANY"	"TEXTILKUNDE KT33,FORENSIC SCIENCE INSTITUTE,THAERSTRASSE 11,65193 WIESBADEN,GERMANY"	"10.1016/S1355-0306(00)71975-7"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"FORENSIC SCIENCE;FIBRES;EVIDENTIAL VALUE;FIBRE FREQUENCIES;DATABASES;BAYES THEOREM"
"A SURVEY ON THE EVIDENTIAL VALUE OF FIBRES AND THE INTERPRETATION OF THE FINDINGS IN FIBRE TRANSFER CASES. PART 2 - INTERPRETATION AND REPORTING"	2000	"GRIEVE MC"	"FORENSIC SCIENCE; FIBRES; EVIDENTIAL VALUE; CASE REPORTING; BAYES; THEOREM"	"FRAMEWORK; CASEWORK"	"BAYES THEOREM;  CASE REPORTING;  EVIDENTIAL VALUE;  FIBRES;  FORENSIC SCIENCE"	"ANALYTIC METHOD;ARTICLE;CLOTHING;FIBER;FORENSIC SCIENCE;RELIABILITY"	"GRIEVE, MC (REPRINT AUTHOR), FORENS SCI INST, THAERSTR 11, D-65193 WIESBADEN, GERMANY; FORENS SCI INST, D-65193 WIESBADEN, GERMANY"	"TEXTILKUNDE KT 33,FORENSIC SCIENCE INSTITUTE,THAERSTRASSE 11,65193 WIESBADEN,GERMANY"	"10.1016/S1355-0306(00)71976-9"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"FORENSIC SCIENCE;FIBRES;EVIDENTIAL VALUE;CASE REPORTING;BAYES;THEOREM;BAYES THEOREM"
"A TARGET FIBER STUDY USING CINEMA AND CAR SEATS AS RECIPIENT ITEMS"	1996	"PALMER R;CHINHERENDE V"	"FORENSIC SCIENCE; CRIMINALITISTICS; FIBER TRANSFER; FIBERS; TARGET; STUDIES; CINEMA SEATS; CAR SEATS; ACRYLIC; COTTON"	""	"ACRYLIC;  CAR SEATS;  CINEMA SEATS;  COTTON;  CRIMINALITISTICS;  FIBER TRANSFER;  FIBERS;  FORENSIC SCIENCE;  TARGET STUDIES"	"ARTICLE;AUDIOVISUAL EQUIPMENT;CAR;CLOTHING;CRIMINOLOGY;FIBER;FORENSIC SCIENCE;PRIORITY JOURNAL"	"PALMER, R (REPRINT AUTHOR), TAYSIDE POLICE HQ,POLICE FORENS SCI LAB,W BELL ST,DUNDEE DD1,SCOTLAND; FORENS SCI LAB,HARARE,ZIMBABWE"	"POLICE FORENSIC SCIENCE LABORATORY,TAYSIDE POLICE HQ,WEST BELL ST.,DUNDEE DD1,UNITED KINGDOM; FORENSIC SCIENCE LABORATORY,CAUSEWAY,HARARE,ZIMBABWE"	"10.1520/jfs14001j"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALITISTICS;FIBER TRANSFER;FIBERS;TARGET;STUDIES;CINEMA SEATS;CAR SEATS;ACRYLIC;COTTON;TARGET STUDIES"
"A TARGET FIBRE STUDY ON SEATS IN PUBLIC HOUSES"	1998	"KELLY E;GRIFFIN RME"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRE EVIDENCE; TARGET FIBRES; SEATS; PUBLIC HOUSES; FX5"	"CAR SEATS; FIBERS"	"CRIMINALISTICS;  FIBRE EVIDENCE;  FORENSIC SCIENCE;  FX5;  PUBLIC HOUSES;  SEATS;  TARGET FIBRES"	"DYE;ARTICLE;COLOR;FIBER;FORENSIC SCIENCE;MICROSCOPY;MICROSPECTROPHOTOMETRY;SEAT;TEXTILE;THIN LAYER CHROMATOGRAPHY;UNITED KINGDOM;WOOL"	"GRIFFIN, RME (REPRINT AUTHOR), FORENS SCI AGCY NO IRELAND, 151 BELFAST RD, CARRICKFERGUS BT38 8PL, NORTH IRELAND; FORENS SCI AGCY NO IRELAND, CARRICKFERGUS BT38 8PL, NORTH IRELAND; UNIV STRATHCLYDE, FORENS SCI UNIT, GLASGOW G1 1XW, LANARK, SCOTLAND"	"FORENSIC SCIENCE UNIT,UNIVERSIRY OF STRATHCLYDE,204 GEORGE STREET,GLASGOW G1 1XW,UNITED KINGDOM; FORENSIC SCI. AGY. OF N. IRELAND,151 BELFAST RD,CARRICKFERGUS BT38 8PL,UNITED KINGDOM"	"10.1016/S1355-0306(98)72071-4"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRE EVIDENCE;TARGET FIBRES;SEATS;PUBLIC HOUSES;FX5"
"A TEXTILE FIBRE SURVEY AS AN AID TO THE INTERPRETATION OF FIBRE EVIDENCE IN THE SYDNEY REGION"	2001	"CANTRELL S;ROUX CP;MAYNARD P;ROBERTSON J"	""	""	"EVIDENTIAL VALUE;  FIBRES;  FREQUENCY;  POPULATION;  SURVEY"	"POLYESTER;ARTICLE;AUDIOVISUAL EQUIPMENT;AUSTRALIA;COLOR;COTTON;FIBER;FLUORESCENCE;POPULATION RESEARCH;PRIORITY JOURNAL;SEAT;TEXTILE;FORENSIC MEDICINE;HUMANS;TEXTILES"	NA	"DEPARTMENT OF CHEMISTRY,MATERIALS AND FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,P.O. BOX 123,BROADWAY,SYDNEY,NSW 2007,AUSTRALIA; FORENSIC SERVICES,AUSTRALIAN FEDERAL POLICE,G.P.O. BOX 401,CANBERRA,ACT 2601,AUSTRALIA"	"10.1016/S0379-0738(01)00520-5"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	";EVIDENTIAL VALUE;FIBRES;FREQUENCY;POPULATION;SURVEY"
"A WORKSHOP APPROACH TO IMPROVING THE UNDERSTANDING OF THE SIGNIFICANCE OF FIBRES EVIDENCE"	1993	"COOK R;EVETT LW;JACKSON G;ROGERS M"	""	""	"BAYESIAN;  FIBRES;  INTERPRETATION;  PERSISTENCE;  STATISTICS;  TRAINING;  TRANSFERENCE"	"ARTICLE;CASE STUDY;FIBER;FORENSIC IDENTIFICATION;SKILL;TRAINING;WORKSHOP"	NA	"METROPOLITAN POLICE FORENSIC SCIENCE LABORATORY,109 LAMBETH ROAD,LONDON,SE1 7LP,UNITED KINGDOM; FORENSIC SCIENCE SERVICE,CENTRAL RESEARCH AND SUPPORT ESTABLISHMENT,ALDERMASTON,READING,BERKSHIRE,RG7 4PN,CHORLEY LABORATORY,WASHINGTON HALL,EUXTON,CHORLEY,LANCASHIRE,PR7 6HJ,CHEPSTOW LABORATORY,USK ROAD,CHEPSTOW,GWENT,NP6 6YE,UNITED KINGDOM"	"10.1016/S0015-7368(93)72998-9"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	";BAYESIAN;FIBRES;INTERPRETATION;PERSISTENCE;STATISTICS;TRAINING;TRANSFERENCE"
"AN ATTEMPT TO ASSESS THE RELEVANCE OF TEXTILE FIBRES RECOVERED FROM CAR SEATS"	1997	"ROUX CP;MARGOT P"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRE EVIDENCE; RELEVANCE OF TRANSFER; MATERIALS; CAR SEATS"	""	"CAR SEATS;  CRIMINALISTICS;  FIBRE EVIDENCE;  FORENSIC SCIENCE;  RELEVANCE OF TRANSFER MATERIALS"	"ARTICLE;CAR;CRIME;FIBER;FORENSIC SCIENCE;SEAT;TEXTILE"	"ROUX, C (REPRINT AUTHOR), UNIV TECHNOL SYDNEY,DEPT CHEM,POB 123,SYDNEY,NSW 2007,AUSTRALIA; UNIL,INST POLICE SCI \& CRIMINOL,CH-1015 LAUSANNE,SWITZERLAND"	"DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TECHNOLOGY SYDNEY,PO BOX 123,BROADWAY,NSW 2007,AUSTRALIA; INST. POLICE SCI. ET DE CRIMINOLOGIE,UNIL-BTIMENT DE CHIMIE,CH-1015 LAUSANNE-DORIGNY,SWITZERLAND"	"10.1016/S1355-0306(97)72195-6"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRE EVIDENCE;RELEVANCE OF TRANSFER;MATERIALS;CAR SEATS;RELEVANCE OF TRANSFER MATERIALS"
"AN EVALUATION OF THE MAXCAN FIBRE FINDER VERSION 3.3 ON COTTON FIBRES"	2003	"LANGDON S;MAYNARD P;ROBERTSON J;ROUX CP"	""	""	"FIBRE FINDER SYSTEM;  MAXCAN SYSTEM;  TAPE LIFTS;  TRACE EVIDENCE"	"ARTICLE;COLOR;COTTON;EVALUATION;FIBER;FORENSIC MEDICINE;OPERATOR;PRIORITY JOURNAL;SWEDEN"	NA	"CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,SYDNEY,P.O. BOX 123,NSW 2007,AUSTRALIA; FORENSIC SERVICES,AUSTRALIAN FEDERAL POLICE,GPO BOX 401,CANBERRA,ACT 2601,AUSTRALIA; FORENSIC SERVICES GROUP,NEW SOUTH WALES POLICE SERVICE,NSW,AUSTRALIA"	"10.1016/S0379-0738(03)00180-4"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	";FIBRE FINDER SYSTEM;MAXCAN SYSTEM;TAPE LIFTS;TRACE EVIDENCE"
"AN EVALUATION OF THE SIGNIFICANCE OF TRANSFERS OF DEBRIS: CRITERIA FOR ASSOCIATION AND EXCLUSION"	1999	"CWIKLIK C"	"FORENSIC SCIENCE; CRIMINALISTICS; TRACE EVIDENCE; TRANSFER; DEBRIS; DUST; PARTICLES; FIBERS; ASSOCIATIVE EVIDENCE; EVALUATION; MICROSCOPY; SETS; PROBABILITY; BAYES' THEOREM"	"FIBER TRANSFER EVIDENCE; TEXTILE FIBERS; SIMULATED CONTACTS; CAR SEATS;; SECONDARY TRANSFER; CLOTHING MATERIALS; TARGET FIBER; GLASS FRAGMENTS;; PERSISTENCE; HAIR"	"ASSOCIATIVE EVIDENCE;  BAYES' THEOREM;  CRIMINALISTICS;  DEBRIS;  DUST;  EVALUATION;  FIBERS;  FORENSIC SCIENCE;  MICROSCOPY;  PARTICLES;  PROBABILITY;  SETS;  TRACE EVIDENCE;  TRANSFER"	"ARTICLE;ASSOCIATION;BAYES THEOREM;DECISION MAKING;DUST;EVALUATION;PRIORITY JOURNAL;PROBABILITY;ADULT;CAUSE OF DEATH;FEMALE;FORENSIC MEDICINE;HUMANS;MALE;PARTICLE SIZE;REFERENCE VALUES"	"CWIKLIK, C (REPRINT AUTHOR), CWIKLIK \& ASSOCIATES, MICROSCOPY \& FORENS CONSULTING, 2400 6TH AVE S 257, SEATTLE, WA 98134 USA; CWIKLIK \& ASSOCIATES, MICROSCOPY \& FORENS CONSULTING, SEATTLE, WA 98134 USA"	"2400 SIXTH AVENUE SOUTH #257,SEATTLE,WA,UNITED STATES; 2400 6TH AVENUE SOUTH #257,WA 98134,UNITED STATES"	""	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"FORENSIC SCIENCE;CRIMINALISTICS;TRACE EVIDENCE;TRANSFER;DEBRIS;DUST;PARTICLES;FIBERS;ASSOCIATIVE EVIDENCE;EVALUATION;MICROSCOPY;SETS;PROBABILITY;BAYES' THEOREM"
"AN IMPROVED METHOD OF PREPARING FIBER CROSS SECTIONS"	1986	"GRIEVE MC;KOTOWSKI TM"	""	""	"CRIMINALISTICS;  CROSS-SECTIONS;  FIBERS"	"CONTROLLED STUDY;CROSS SECTION;DIAGNOSIS;EDUCATION;ETIOLOGY;IDENTIFICATION;NONHUMAN;PRELIMINARY COMMUNICATION;PRIORITY JOURNAL;STAINING;TEXTILE FIBER;THEORETICAL STUDY"	NA	"USACIL-EUROPE,BETTS AREA 272,FRIEDBERGER LANDSTRASSE,FRANKFURT AM MAIN,GERMANY"	"10.1016/S0015-7368(86)72443-2"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"NOTE"	";CRIMINALISTICS;CROSS-SECTIONS;FIBERS"
"AN INDEX OF TEXTILE FIBRES INTRODUCED DURING THE LAST DECADE"	1992	"GRIEVE MC"	""	""	"FIBRES;  GENERIC TYPES;  MANUFACTURERS;  TRADE NAMES"	"ARTICLE;EXAMINATION;REFERENCE VALUE;TEXTILE"	NA	"USACIL-EUROPE,BETTS AREA,272 FRIEDBERGER LANDSTRASSE,FRANKFURT/MAIN,GERMANY"	"10.1016/S0015-7368(92)73044-8"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"NOTE"	";FIBRES;GENERIC TYPES;MANUFACTURERS;TRADE NAMES"
